transID,blastNR,proteinID,geneName,CDSID,geneID
MSTRG.893.1.p1.p1,sp|P42128|FOXK1_MOUSE,P42128,FOXK1,MSTRG.893.1.p1,MSTRG.893
Ler_340144.p2.p3,sp|P20825|POL2_DROME,P20825,POL,Ler_340144.p2,nbisL1-mrna-146
Ler_293803.p1.p1,sp|Q5XI83|VP35L_RAT,Q5XI83,VPS35L,Ler_293803.p1,nbisL1-mrna-298
Ler_293803.p1.p4,sp|Q5XI83|VP35L_RAT,Q5XI83,VPS35L,Ler_293803.p1,nbisL1-mrna-298
Ler_293803.p1.p5,sp|A4VCH4|VP35L_DANRE,A4VCH4,VPS35L,Ler_293803.p1,nbisL1-mrna-298
Ler_293803.p1.p11,sp|A4VCH4|VP35L_DANRE,A4VCH4,VPS35L,Ler_293803.p1,nbisL1-mrna-298
Ler_293803.p1.p12,sp|A4VCH4|VP35L_DANRE,A4VCH4,VPS35L,Ler_293803.p1,nbisL1-mrna-298
Ler_293803.p1.p17,sp|Q8BWQ6|VP35L_MOUSE,Q8BWQ6,VPS35L,Ler_293803.p1,nbisL1-mrna-298
MSTRG.611.2.p2.p1,sp|Q9QZI8|SERC1_MOUSE,Q9QZI8,SERINC1,MSTRG.611.2.p2,MSTRG.611
Ler_324814.p1.p1,sp|P23610|HAP40_HUMAN,P23610,F8A1,Ler_324814.p1,nbisL1-mrna-329
MSTRG.556.1.p1.p1,sp|Q61166|MARE1_MOUSE,Q61166,MAPRE1,MSTRG.556.1.p1,MSTRG.556
Ler_245730.p1.p1,sp|Q05048|CSTF1_HUMAN,Q05048,CSTF1,Ler_245730.p1,nbisL1-mrna-187
MSTRG.859.1.p2.p2,sp|Q90X67|SOCS3_CHICK,Q90X67,SOCS3,MSTRG.859.1.p2,MSTRG.859
Ler_293745.p1.p1,sp|Q03105|VATL_TORMA,Q03105,#N/A,Ler_293745.p1,nbisL1-mrna-118
Ler_126263.p4.p4,sp|Q8N755|S66A3_HUMAN,Q8N755,SLC66A3,Ler_126263.p4,nbisL1-mrna-401
Ler_313454.p1.p1,sp|P27117|DCOR_BOVIN,P27117,ODC1,Ler_313454.p1,nbisL1-mrna-320
Ler_313454.p1.p3,sp|P11926|DCOR_HUMAN,P11926,ODC1,Ler_313454.p1,nbisL1-mrna-320
MSTRG.971.1.p1.p1,sp|Q6DF78|PDXD1_XENLA,Q6DF78,PDXDC1,MSTRG.971.1.p1,MSTRG.971
MSTRG.990.1.p1.p1,sp|Q9I9I3|GLB2_PETMA,Q9I9I3,#N/A,MSTRG.990.1.p1,MSTRG.990
MSTRG.748.1.p1.p1,sp|P20849|CO9A1_HUMAN,P20849,COL9A1,MSTRG.748.1.p1,MSTRG.748
MSTRG.752.1.p2.p2,sp|Q96CG8|CTHR1_HUMAN,Q96CG8,CTHRC1,MSTRG.752.1.p2,MSTRG.752
Ler_355613.p14.p1,sp|B3DH20|DAA11_DANRE,B3DH20,DNAAF11,Ler_355613.p14,nbisL1-mrna-163
Ler_372728.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_372728.p1,nbisL1-mrna-368
MSTRG.883.1.p1.p1,sp|Q8K561|OTOAN_MOUSE,Q8K561,OTOA,MSTRG.883.1.p1,MSTRG.883
Ler_355675.p1.p1,sp|Q13045|FLII_HUMAN,Q13045,FLII,Ler_355675.p1,nbisL1-mrna-249
Ler_355675.p1.p2,sp|Q9JJ28|FLII_MOUSE,Q9JJ28,FLII,Ler_355675.p1,nbisL1-mrna-249
Ler_355675.p1.p3,sp|Q13045|FLII_HUMAN,Q13045,FLII,Ler_355675.p1,nbisL1-mrna-249
MSTRG.878.2.p1.p1,sp|Q6NU40|CTF18_XENLA,Q6NU40,CHTF18,MSTRG.878.2.p1,MSTRG.878
MSTRG.866.2.p1.p1,sp|O60494|CUBN_HUMAN,O60494,CUBN,MSTRG.866.2.p1,MSTRG.866
MSTRG.980.1.p5.p2,sp|Q13442|HAP28_HUMAN,Q13442,PDAP1,MSTRG.980.1.p5,MSTRG.980
Ler_58692.p2.p2,sp|Q9UF02|CCG5_HUMAN,Q9UF02,CACNG5,Ler_58692.p2,nbisL1-mrna-240
MSTRG.899.1.p7.p1,sp|Q12789|TF3C1_HUMAN,Q12789,GTF3C1,MSTRG.899.1.p7,MSTRG.899
MSTRG.899.1.p7.p6,sp|Q9NRB3|CHSTC_HUMAN,Q9NRB3,CHST12,MSTRG.899.1.p7,MSTRG.899
Ler_324638.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_324638.p1,nbisL1-mrna-337
MSTRG.591.1.p3.p3,sp|P56101|DNJC5_TETCF,P56101,DNAJC5,MSTRG.591.1.p3,MSTRG.591
MSTRG.844.1.p6.p1,sp|Q01664|TFAP4_HUMAN,Q01664,TFAP4,MSTRG.844.1.p6,MSTRG.844
MSTRG.680.1.p3.p3,sp|Q93096|TP4A1_HUMAN,Q93096,PTP4A1,MSTRG.680.1.p3,MSTRG.680
MSTRG.627.1.p13.p1,sp|Q8TDY2|RBCC1_HUMAN,Q8TDY2,RB1CC1,MSTRG.627.1.p13,MSTRG.627
MSTRG.838.1.p1.p1,sp|Q92184|SIA7B_CHICK,Q92184,ST6GALNAC2,MSTRG.838.1.p1,MSTRG.838
MSTRG.950.1.p2.p2,sp|P22571|CNCG_BOVIN,P22571,PDE6H,MSTRG.950.1.p2,MSTRG.950
MSTRG.737.1.p1.p1,sp|O60216|RAD21_HUMAN,O60216,RAD21,MSTRG.737.1.p1,MSTRG.737
MSTRG.897.1.p1.p1,sp|Q99J36|THUM1_MOUSE,Q99J36,THUMPD1,MSTRG.897.1.p1,MSTRG.897
MSTRG.434.1.p1.p1,sp|Q9UBG7|RBPJL_HUMAN,Q9UBG7,RBPJL,MSTRG.434.1.p1,MSTRG.434
MSTRG.929.1.p1.p1,sp|Q8VIG2|MARF1_RAT,Q8VIG2,MARF1,MSTRG.929.1.p1,MSTRG.929
MSTRG.940.1.p1.p1,sp|Q04887|SOX9_MOUSE,Q04887,SOX9,MSTRG.940.1.p1,MSTRG.940
MSTRG.685.1.p1.p1,sp|Q96E29|MTEF3_HUMAN,Q96E29,MTERF3,MSTRG.685.1.p1,MSTRG.685
MSTRG.854.1.p1.p4,sp|P30082|GLR_RAT,P30082,GCGR,MSTRG.854.1.p1,MSTRG.854
MSTRG.1036.2.p7.p1,sp|A8E5V7|NAA60_XENTR,A8E5V7,NAA60,MSTRG.1036.2.p7,MSTRG.1036
MSTRG.1036.2.p7.p7,sp|Q9DBU2|NAA60_MOUSE,Q9DBU2,NAA60,MSTRG.1036.2.p7,MSTRG.1036
MSTRG.1025.1.p1.p1,sp|P55204|GUC2C_PIG,P55204,GUCY2C,MSTRG.1025.1.p1,MSTRG.1025
Ler_372846.p1.p1,sp|P70277|SIA7B_MOUSE,P70277,ST6GALNAC2,Ler_372846.p1,nbisL1-mrna-269
Ler_372846.p1.p4,sp|Q9UJ37|SIA7B_HUMAN,Q9UJ37,ST6GALNAC2,Ler_372846.p1,nbisL1-mrna-269
Ler_313404.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_313404.p1,nbisL1-mrna-325
MSTRG.843.1.p1.p1,sp|Q90577|SRCA_CHICK,Q90577,SRL,MSTRG.843.1.p1,MSTRG.843
Ler_340208.p1.p1,sp|P51650|SSDH_RAT,P51650,ALDH5A1,Ler_340208.p1,nbisL1-mrna-356
Ler_38178.p1.p1,sp|Q16890|TPD53_HUMAN,Q16890,TPD52L1,Ler_38178.p1,nbisL1-mrna-162
Ler_324843.p1.p1,sp|Q92184|SIA7B_CHICK,Q92184,ST6GALNAC2,Ler_324843.p1,nbisL1-mrna-271
MSTRG.567.1.p1.p1,sp|Q0IHP3|PTCD3_XENTR,Q0IHP3,PTCD3,MSTRG.567.1.p1,MSTRG.567
MSTRG.662.1.p8.p2,sp|O60242|AGRB3_HUMAN,O60242,ADGRB3,MSTRG.662.1.p8,MSTRG.662
MSTRG.421.1.p2.p2,sp|Q9NR45|SIAS_HUMAN,Q9NR45,NANS,MSTRG.421.1.p2,MSTRG.421
Ler_126264.p1.p1,sp|O70174|ACHA4_MOUSE,O70174,CHRNA4,Ler_126264.p1,nbisL1-mrna-204
Ler_126264.p1.p6,sp|P43681|ACHA4_HUMAN,P43681,CHRNA4,Ler_126264.p1,nbisL1-mrna-204
MSTRG.695.2.p1.p1,sp|Q6NZL0|MTCL3_MOUSE,Q6NZL0,MTCL3,MSTRG.695.2.p1,MSTRG.695
MSTRG.437.1.p2.p2,sp|Q3T0D5|RL30_BOVIN,Q3T0D5,RPL30,MSTRG.437.1.p2,MSTRG.437
MSTRG.887.1.p2.p2,sp|Q498Z6|RT07_DANRE,Q498Z6,MRPS7,MSTRG.887.1.p2,MSTRG.887
Ler_38447.p1.p1,sp|P26368|U2AF2_HUMAN,P26368,U2AF2,Ler_38447.p1,nbisL1-mrna-331
Ler_38447.p1.p3,sp|Q24562|U2AF2_DROME,Q24562,U2AF50,Ler_38447.p1,nbisL1-mrna-331
MSTRG.872.1.p1.p1,sp|Q8NG41|NPB_HUMAN,Q8NG41,NPB,MSTRG.872.1.p1,MSTRG.872
MSTRG.1014.1.p2.p2,sp|Q50KA8|NDKB_CANLF,Q50KA8,NME2,MSTRG.1014.1.p2,MSTRG.1014
Ler_313451.p1.p1,sp|Q9Y289|SC5A6_HUMAN,Q9Y289,SLC5A6,Ler_313451.p1,nbisL1-mrna-306
Ler_313451.p1.p5,sp|Q9Y289|SC5A6_HUMAN,Q9Y289,SLC5A6,Ler_313451.p1,nbisL1-mrna-306
MSTRG.801.2.p1.p1,sp|Q9NPG3|UBN1_HUMAN,Q9NPG3,UBN1,MSTRG.801.2.p1,MSTRG.801
Ler_163629.p2.p2,sp|P05129|KPCG_HUMAN,P05129,PRKCG,Ler_163629.p2,nbisL1-mrna-239
Ler_163629.p2.p3,sp|P04409|KPCA_BOVIN,P04409,PRKCA,Ler_163629.p2,nbisL1-mrna-239
Ler_38261.p1.p1,sp|Q96DM3|RMC1_HUMAN,Q96DM3,RMC1,Ler_38261.p1,nbisL1-mrna-166
Ler_38261.p1.p4,sp|Q96DM3|RMC1_HUMAN,Q96DM3,RMC1,Ler_38261.p1,nbisL1-mrna-166
MSTRG.733.1.p1.p1,sp|Q9NXZ2|DDX43_HUMAN,Q9NXZ2,DDX43,MSTRG.733.1.p1,MSTRG.733
Ler_76323.p1.p1,sp|O46563|VATH_BOVIN,O46563,ATP6V1H,Ler_76323.p1,nbisL1-mrna-386
MSTRG.1010.1.p1.p1,sp|Q7SZ22|SUMO3_XENLA,Q7SZ22,SUMO3,MSTRG.1010.1.p1,MSTRG.1010
MSTRG.1001.3.p1.p1,sp|Q5SRX1|TM1L2_MOUSE,Q5SRX1,TOM1L2,MSTRG.1001.3.p1,MSTRG.1001
Ler_245994.p7.p4,sp|P54278|PMS2_HUMAN,P54278,PMS2,Ler_245994.p7,nbisL1-mrna-399
Ler_245878.p1.p1,sp|O00418|EF2K_HUMAN,O00418,EEF2K,Ler_245878.p1,nbisL1-mrna-284
Ler_245878.p1.p2,sp|O08796|EF2K_MOUSE,O08796,EEF2K,Ler_245878.p1,nbisL1-mrna-284
Ler_245878.p1.p16,sp|O00418|EF2K_HUMAN,O00418,EEF2K,Ler_245878.p1,nbisL1-mrna-284
Ler_340239.p2.p1,sp|Q8BMI3|GGA3_MOUSE,Q8BMI3,GGA3,Ler_340239.p2,nbisL1-mrna-228
Ler_340239.p2.p2,sp|Q8R0H9|GGA1_MOUSE,Q8R0H9,GGA1,Ler_340239.p2,nbisL1-mrna-228
Ler_340239.p2.p6,sp|Q9UJY5|GGA1_HUMAN,Q9UJY5,GGA1,Ler_340239.p2,nbisL1-mrna-228
MSTRG.477.3.p6.p1,sp|O43491|E41L2_HUMAN,O43491,EPB41L2,MSTRG.477.3.p6,MSTRG.477
Ler_340164.p1.p2,sp|P35659|DEK_HUMAN,P35659,DEK,Ler_340164.p1,nbisL1-mrna-352
Ler_163445.p3.p3,sp|Q9Y2Q3|GSTK1_HUMAN,Q9Y2Q3,GSTK1,Ler_163445.p3,nbisL1-mrna-408
MSTRG.1054.1.p1.p1,sp|Q7SZ22|SUMO3_XENLA,Q7SZ22,SUMO3,MSTRG.1054.1.p1,MSTRG.1054
MSTRG.991.1.p1.p1,sp|Q8N201|INT1_HUMAN,Q8N201,INTS1,MSTRG.991.1.p1,MSTRG.991
MSTRG.1003.1.p1.p1,sp|Q28F39|CC134_XENTR,Q28F39,CCDC134,MSTRG.1003.1.p1,MSTRG.1003
MSTRG.996.1.p1.p1,sp|A0JP70|WDR90_XENTR,A0JP70,WDR90,MSTRG.996.1.p1,MSTRG.996
MSTRG.545.1.p1.p1,sp|Q9GZV8|PRD14_HUMAN,Q9GZV8,PRDM14,MSTRG.545.1.p1,MSTRG.545
MSTRG.813.1.p1.p1,sp|P48728|GCST_HUMAN,P48728,AMT,MSTRG.813.1.p1,MSTRG.813
MSTRG.691.1.p1.p1,sp|Q9NR45|SIAS_HUMAN,Q9NR45,NANS,MSTRG.691.1.p1,MSTRG.691
Ler_313463.p3.p3,sp|Q63615|VP33A_RAT,Q63615,VPS33A,Ler_313463.p3,nbisL1-mrna-305
Ler_313463.p3.p4,sp|Q96AX1|VP33A_HUMAN,Q96AX1,VPS33A,Ler_313463.p3,nbisL1-mrna-305
Ler_313463.p3.p5,sp|Q96AX1|VP33A_HUMAN,Q96AX1,VPS33A,Ler_313463.p3,nbisL1-mrna-305
Ler_313463.p3.p7,sp|Q9D2N9|VP33A_MOUSE,Q9D2N9,VPS33A,Ler_313463.p3,nbisL1-mrna-305
MSTRG.701.1.p4.p2,sp|Q6DIV6|VIAAT_XENTR,Q6DIV6,SLC32A1,MSTRG.701.1.p4,MSTRG.701
MSTRG.772.1.p1.p1,sp|A0A8J8|ANGP2_CANLF,A0A8J8,ANGPT2,MSTRG.772.1.p1,MSTRG.772
MSTRG.772.1.p1.p2,sp|C0HBT3|RN146_SALSA,C0HBT3,RNF146,MSTRG.772.1.p1,MSTRG.772
Ler_110446.p1.p1,sp|Q568M3|CRLF3_DANRE,Q568M3,CRLF3,Ler_110446.p1,nbisL1-mrna-246
MSTRG.1050.1.p1.p1,sp|Q28ED6|EMRE_XENTR,Q28ED6,SMDT1,MSTRG.1050.1.p1,MSTRG.1050
MSTRG.888.1.p1.p1,sp|Q86X02|CDR2L_HUMAN,Q86X02,CDR2L,MSTRG.888.1.p1,MSTRG.888
Ler_76285.p6.p6,sp|Q5ZM65|PTSS1_CHICK,Q5ZM65,PTDSS1,Ler_76285.p6,nbisL1-mrna-385
Ler_245935.p2.p2,sp|Q92193|ACT_CRAVI,Q92193,#N/A,Ler_245935.p2,nbisL1-mrna-258
Ler_245935.p2.p3,sp|P10982|ACT1_ABSGL,P10982,ACT1,Ler_245935.p2,nbisL1-mrna-258
MSTRG.757.1.p1.p1,sp|P97464|EXT1_MOUSE,P97464,EXT1,MSTRG.757.1.p1,MSTRG.757
MSTRG.757.1.p1.p4,sp|Q5IGR8|EXT1A_DANRE,Q5IGR8,EXT1A,MSTRG.757.1.p1,MSTRG.757
Ler_313506.p2.p2,sp|Q12980|NPRL3_HUMAN,Q12980,NPRL3,Ler_313506.p2,nbisL1-mrna-322
Ler_313506.p2.p4,sp|Q12980|NPRL3_HUMAN,Q12980,NPRL3,Ler_313506.p2,nbisL1-mrna-322
MSTRG.930.2.p1.p1,sp|E1BP74|MARF1_BOVIN,E1BP74,MARF1,MSTRG.930.2.p1,MSTRG.930
Ler_355661.p2.p2,sp|Q9WTX8|MD1L1_MOUSE,Q9WTX8,MAD1L1,Ler_355661.p2,nbisL1-mrna-233
Ler_355661.p2.p5,sp|Q80YF0|MD1L1_CRIGR,Q80YF0,MAD1L1,Ler_355661.p2,nbisL1-mrna-233
MSTRG.576.3.p1.p1,sp|P78536|ADA17_HUMAN,P78536,ADAM17,MSTRG.576.3.p1,MSTRG.576
Ler_163505.p1.p1,sp|Q6NWF6|K2C8_DANRE,Q6NWF6,KRT8,Ler_163505.p1,nbisL1-mrna-208
Ler_163505.p1.p3,sp|Q6NWF6|K2C8_DANRE,Q6NWF6,KRT8,Ler_163505.p1,nbisL1-mrna-208
Ler_269808.p1.p1,sp|Q5ZLK8|CF120_CHICK,Q5ZLK8,RCJMB04_5L6,Ler_269808.p1,nbisL1-mrna-428
MSTRG.951.1.p1.p1,sp|Q6NW59|ATF4_DANRE,Q6NW59,ATF4,MSTRG.951.1.p1,MSTRG.951
Ler_313459.p1.p1,sp|Q6GLM9|CSN5_XENLA,Q6GLM9,COPS5,Ler_313459.p1,nbisL1-mrna-315
MSTRG.963.1.p1.p1,sp|P09967|GLB1_PETMA,P09967,#N/A,MSTRG.963.1.p1,MSTRG.963
MSTRG.663.1.p1.p1,sp|O60242|AGRB3_HUMAN,O60242,ADGRB3,MSTRG.663.1.p1,MSTRG.663
MSTRG.656.1.p3.p3,sp|Q93096|TP4A1_HUMAN,Q93096,PTP4A1,MSTRG.656.1.p3,MSTRG.656
Ler_38223.p4.p4,sp|Q0P436|TM14C_DANRE,Q0P436,TMEM14C,Ler_38223.p4,nbisL1-mrna-178
MSTRG.651.1.p7.p2,sp|O60242|AGRB3_HUMAN,O60242,ADGRB3,MSTRG.651.1.p7,MSTRG.651
MSTRG.754.1.p1.p1,sp|Q6PC45|MED30_DANRE,Q6PC45,MED30,MSTRG.754.1.p1,MSTRG.754
MSTRG.839.1.p3.p3,sp|Q8QG64|RBX1_SALSA,Q8QG64,RBX1,MSTRG.839.1.p3,MSTRG.839
Ler_269728.p2.p2,sp|P23403|RS20_XENLA,P23403,RPS20,Ler_269728.p2,nbisL1-mrna-430
Ler_340206.p11.p4,sp|Q8VE97|SRSF4_MOUSE,Q8VE97,SRSF4,Ler_340206.p11,nbisL1-mrna-149
MSTRG.536.1.p1.p1,sp|Q6ZNC4|ZN704_HUMAN,Q6ZNC4,ZNF704,MSTRG.536.1.p1,MSTRG.536
Ler_269807.p2.p2,sp|Q9DAZ9|ANCHR_MOUSE,Q9DAZ9,ZFYVE19,Ler_269807.p2,nbisL1-mrna-288
MSTRG.459.1.p2.p5,sp|Q6GL75|DCC1_XENTR,Q6GL75,DSCC1,MSTRG.459.1.p2,MSTRG.459
MSTRG.459.1.p2.p9,sp|Q9BVC3|DCC1_HUMAN,Q9BVC3,DSCC1,MSTRG.459.1.p2,MSTRG.459
Ler_245723.p1.p1,sp|P21328|RTJK_DROME,P21328,POL,Ler_245723.p1,nbisL1-mrna-404
Ler_269669.p1.p5,sp|A4IFA3|GT2D2_BOVIN,A4IFA3,GTF2IRD2,Ler_269669.p1,nbisL1-mrna-224
Ler_58557.p1.p1,sp|P23074|POL_SFV1,P23074,POL,Ler_58557.p1,nbisL1-mrna-116
MSTRG.961.16.p1.p1,sp|Q9I9I3|GLB2_PETMA,Q9I9I3,#N/A,MSTRG.961.16.p1,MSTRG.961
MSTRG.961.9.p1.p1,sp|P09967|GLB1_PETMA,P09967,#N/A,MSTRG.961.9.p1,MSTRG.961
Ler_269748.p2.p2,sp|P23403|RS20_XENLA,P23403,RPS20,Ler_269748.p2,nbisL1-mrna-429
Ler_38348.p1.p1,sp|Q99715|COCA1_HUMAN,Q99715,COL12A1,Ler_38348.p1,nbisL1-mrna-381
Ler_372812.p1.p1,sp|Q66IS6|BBS5_XENLA,Q66IS6,BBS5,Ler_372812.p1,nbisL1-mrna-161
MSTRG.470.1.p2.p2,sp|Q5VWX1|KHDR2_HUMAN,Q5VWX1,KHDRBS2,MSTRG.470.1.p2,MSTRG.470
MSTRG.661.1.p1.p1,sp|O93470|MMP21_XENLA,O93470,MMP21,MSTRG.661.1.p1,MSTRG.661
Ler_38264.p1.p1,sp|A6NHR9|SMHD1_HUMAN,A6NHR9,SMCHD1,Ler_38264.p1,nbisL1-mrna-289
Ler_38264.p1.p2,sp|A6NHR9|SMHD1_HUMAN,A6NHR9,SMCHD1,Ler_38264.p1,nbisL1-mrna-289
MSTRG.850.1.p1.p1,sp|Q8IY92|SLX4_HUMAN,Q8IY92,SLX4,MSTRG.850.1.p1,MSTRG.850
Ler_38147.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_38147.p1,nbisL1-mrna-336
MSTRG.1019.1.p1.p1,sp|Q96QU8|XPO6_HUMAN,Q96QU8,XPO6,MSTRG.1019.1.p1,MSTRG.1019
Ler_372744.p1.p1,sp|Q96RY5|CRML_HUMAN,Q96RY5,CRAMP1,Ler_372744.p1,nbisL1-mrna-234
MSTRG.880.5.p1.p1,sp|A7E3W5|SNG2_BOVIN,A7E3W5,SYNGR2,MSTRG.880.5.p1,MSTRG.880
MSTRG.845.1.p1.p1,sp|Q9BZE0|GLIS2_HUMAN,Q9BZE0,GLIS2,MSTRG.845.1.p1,MSTRG.845
Ler_58756.p1.p1,sp|Q5ZLA5|EIF3E_CHICK,Q5ZLA5,EIF3E,Ler_58756.p1,nbisL1-mrna-170
Ler_58756.p1.p8,sp|Q3T102|EIF3E_BOVIN,Q3T102,EIF3E,Ler_58756.p1,nbisL1-mrna-170
Ler_293576.p1.p1,sp|Q9R1E6|ENPP2_MOUSE,Q9R1E6,ENPP2,Ler_293576.p1,nbisL1-mrna-296
Ler_293576.p1.p5,sp|Q64610|ENPP2_RAT,Q64610,ENPP2,Ler_293576.p1,nbisL1-mrna-296
MSTRG.1015.1.p1.p1,sp|Q5SSI6|UTP18_MOUSE,Q5SSI6,UTP18,MSTRG.1015.1.p1,MSTRG.1015
MSTRG.1041.7.p2.p2,sp|A7MC48|SHSA9_XENTR,A7MC48,SHISA9,MSTRG.1041.7.p2,MSTRG.1041
MSTRG.993.1.p1.p1,sp|P09917|LOX5_HUMAN,P09917,ALOX5,MSTRG.993.1.p1,MSTRG.993
MSTRG.463.1.p13.p5,sp|P14381|YTX2_XENLA,P14381,#N/A,MSTRG.463.1.p13,MSTRG.463
MSTRG.451.1.p2.p2,sp|Q0P436|TM14C_DANRE,Q0P436,TMEM14C,MSTRG.451.1.p2,MSTRG.451
Ler_389163.p1.p1,sp|Q5ZKJ5|MF13A_CHICK,Q5ZKJ5,MFSD13A,Ler_389163.p1,nbisL1-mrna-374
Ler_372610.p2.p2,sp|Q6ZNC4|ZN704_HUMAN,Q6ZNC4,ZNF704,Ler_372610.p2,nbisL1-mrna-112
Ler_313502.p6.p6,sp|P0C8Z3|UBP22_BOVIN,P0C8Z3,USP22,Ler_313502.p6,nbisL1-mrna-250
MSTRG.816.1.p1.p1,sp|Q9BSN7|TM204_HUMAN,Q9BSN7,TMEM204,MSTRG.816.1.p1,MSTRG.816
Ler_340204.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_340204.p1,nbisL1-mrna-147
MSTRG.989.1.p1.p1,sp|F1PT61|MYH16_CANLF,F1PT61,MYH16,MSTRG.989.1.p1,MSTRG.989
MSTRG.989.1.p1.p2,sp|Q9H6N6|MYH16_HUMAN,Q9H6N6,MYH16,MSTRG.989.1.p1,MSTRG.989
Ler_245793.p2.p2,sp|Q9BXY4|RSPO3_HUMAN,Q9BXY4,RSPO3,Ler_245793.p2,nbisL1-mrna-186
Ler_372741.p1.p1,sp|Q8TEV9|SMCR8_HUMAN,Q8TEV9,SMCR8,Ler_372741.p1,nbisL1-mrna-366
Ler_293862.p2.p2,sp|Q7ZWN9|TTYH2_XENLA,Q7ZWN9,TTYH2,Ler_293862.p2,nbisL1-mrna-292
Ler_293862.p2.p8,sp|Q9BSA4|TTYH2_HUMAN,Q9BSA4,TTYH2,Ler_293862.p2,nbisL1-mrna-292
MSTRG.824.3.p1.p1,sp|Q99P86|RETNB_MOUSE,Q99P86,RETNLB,MSTRG.824.3.p1,MSTRG.824
Ler_143025.p2.p2,sp|P09967|GLB1_PETMA,P09967,#N/A,Ler_143025.p2,nbisL1-mrna-403
MSTRG.876.1.p8.p1,sp|Q6PFK1|ZN598_DANRE,Q6PFK1,ZNF598,MSTRG.876.1.p8,MSTRG.876
MSTRG.835.1.p1.p1,sp|B7ZMP1|XPP3_MOUSE,B7ZMP1,XPNPEP3,MSTRG.835.1.p1,MSTRG.835
MSTRG.724.11.p1.p1,sp|Q99K95|RTF2_MOUSE,Q99K95,RTF2,MSTRG.724.11.p1,MSTRG.724
MSTRG.724.1.p1.p1,sp|Q99K95|RTF2_MOUSE,Q99K95,RTF2,MSTRG.724.1.p1,MSTRG.724
Ler_313476.p8.p6,sp|Q6P0U0|NAGA_DANRE,Q6P0U0,AMDHD2,Ler_313476.p8,nbisL1-mrna-321
Ler_313476.p8.p7,sp|Q8JZV7|NAGA_MOUSE,Q8JZV7,AMDHD2,Ler_313476.p8,nbisL1-mrna-321
Ler_313476.p8.p8,sp|Q6P0U0|NAGA_DANRE,Q6P0U0,AMDHD2,Ler_313476.p8,nbisL1-mrna-321
MSTRG.974.1.p11.p1,sp|Q8AV57|SDK2_CHICK,Q8AV57,SDK2,MSTRG.974.1.p11,MSTRG.974
MSTRG.974.1.p11.p2,sp|Q8AV57|SDK2_CHICK,Q8AV57,SDK2,MSTRG.974.1.p11,MSTRG.974
MSTRG.621.1.p3.p3,sp|P50119|FABP6_RABIT,P50119,FABP6,MSTRG.621.1.p3,MSTRG.621
Ler_163632.p3.p3,sp|Q1JP79|ARC1A_BOVIN,Q1JP79,ARPC1A,Ler_163632.p3,nbisL1-mrna-238
MSTRG.1043.1.p1.p1,sp|Q7YR76|MYCD_PIG,Q7YR76,MYOCD,MSTRG.1043.1.p1,MSTRG.1043
MSTRG.1030.4.p1.p1,sp|Q9P0X4|CAC1I_HUMAN,Q9P0X4,CACNA1I,MSTRG.1030.4.p1,MSTRG.1030
MSTRG.1030.1.p4.p1,sp|Q9P0X4|CAC1I_HUMAN,Q9P0X4,CACNA1I,MSTRG.1030.1.p4,MSTRG.1030
MSTRG.1030.1.p4.p6,sp|Q60631|GRB2_MOUSE,Q60631,GRB2,MSTRG.1030.1.p4,MSTRG.1030
MSTRG.926.1.p2.p1,sp|O60359|CCG3_HUMAN,O60359,CACNG3,MSTRG.926.1.p2,MSTRG.926
Ler_340107.p3.p3,sp|Q02379|NDUS5_BOVIN,Q02379,NDUFS5,Ler_340107.p3,nbisL1-mrna-144
MSTRG.665.1.p4.p4,sp|Q5RGQ8|T200A_DANRE,Q5RGQ8,TMEM200A,MSTRG.665.1.p4,MSTRG.665
MSTRG.965.1.p1.p1,sp|Q8N461|FXL16_HUMAN,Q8N461,FBXL16,MSTRG.965.1.p1,MSTRG.965
Ler_38388.p2.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_38388.p2,nbisL1-mrna-378
Ler_372742.p1.p1,sp|P34896|GLYC_HUMAN,P34896,SHMT1,Ler_372742.p1,nbisL1-mrna-237
MSTRG.937.1.p1.p1,sp|Q9I9I3|GLB2_PETMA,Q9I9I3,#N/A,MSTRG.937.1.p1,MSTRG.937
Ler_324754.p1.p1,sp|Q9NRY5|F1142_HUMAN,Q9NRY5,FAM114A2,Ler_324754.p1,nbisL1-mrna-340
Ler_324754.p1.p2,sp|Q92056|ASMT_CHICK,Q92056,ASMT,Ler_324754.p1,nbisL1-mrna-340
MSTRG.1038.1.p2.p1,sp|Q08DX0|SNX29_BOVIN,Q08DX0,SNX29,MSTRG.1038.1.p2,MSTRG.1038
MSTRG.1038.1.p2.p2,sp|Q9Z160|COG1_MOUSE,Q9Z160,COG1,MSTRG.1038.1.p2,MSTRG.1038
MSTRG.1038.1.p2.p4,sp|Q9Z160|COG1_MOUSE,Q9Z160,COG1,MSTRG.1038.1.p2,MSTRG.1038
MSTRG.864.1.p1.p1,sp|Q80TT2|BAIP3_MOUSE,Q80TT2,BAIAP3,MSTRG.864.1.p1,MSTRG.864
